图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE05000122,叼、骨头,1619140034682T0502VE05000122VE004791619140224012,骨头一直到,,,,3,1,我早已知道,"['wo', 'zao', 'yi', 'zhi', 'dao']","['diao', 'gu-tou']","{""word"": ""\u6211\u65e9\u5df2\u77e5\u9053"", ""pinyin"": ""['wo', 'zao', 'yi', 'zhi', 'dao']"", ""nearest"": [""dao""], ""minDis"": 1.0}",0
VE05000122,叼、骨头,1619140502232T0502VE05000122VE004791619140693557,骨头,,,,2,1,骨头,"['gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u9aa8\u5934"", ""pinyin"": ""['gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619140594192T0402VE05000122VE004791619140780996,啃鸡腿,,,,3,0,啃鸡腿,"['ken', 'ji', 'tui']","['diao', 'gu-tou']","{""word"": ""\u5543\u9e21\u817f"", ""pinyin"": ""['ken', 'ji', 'tui']"", ""nearest"": [""ji"", ""tui""], ""minDis"": 2.1}",0
VE05000122,叼、骨头,1619141185300T0402VE05000122VE004791619141512143,骨头,,,,3,1,骨头,"['gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u9aa8\u5934"", ""pinyin"": ""['gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619142213345T0602VE05000122VE004791619142466340,0,,1,,,0,吃东西，嘴巴里在干嘛嗯在干嘛？你看他嘴巴里是个什么？呀是不是跟骨头？呀,"['chi', 'dong', 'xi', 'zui', 'ba', 'li', 'zai', 'gan', 'ma', 'en', 'zai', 'gan', 'ma', 'ni', 'kan', 'ta', 'zui', 'ba', 'li', 'shi', 'ge', 'shen', 'me', 'ya', 'shi', 'bu', 'shi', 'gen', 'gu', 'tou', 'ya']","['diao', 'gu-tou']","{""word"": ""\u5403\u4e1c\u897f\uff0c\u5634\u5df4\u91cc\u5728\u5e72\u561b\u55ef\u5728\u5e72\u561b\uff1f\u4f60\u770b\u4ed6\u5634\u5df4\u91cc\u662f\u4e2a\u4ec0\u4e48\uff1f\u5440\u662f\u4e0d\u662f\u8ddf\u9aa8\u5934\uff1f\u5440"", ""pinyin"": ""['chi', 'dong', 'xi', 'zui', 'ba', 'li', 'zai', 'gan', 'ma', 'en', 'zai', 'gan', 'ma', 'ni', 'kan', 'ta', 'zui', 'ba', 'li', 'shi', 'ge', 'shen', 'me', 'ya', 'shi', 'bu', 'shi', 'gen', 'gu', 'tou', 'ya']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619142625407T0402VE05000122VE004791619142840861,蝴蝶,,,,2,0,青春年,"['qing', 'chun', 'nian']","['diao', 'gu-tou']","{""word"": ""\u9752\u6625\u5e74"", ""pinyin"": ""['qing', 'chun', 'nian']"", ""nearest"": [""nian""], ""minDis"": 2.0}",0
VE05000122,叼、骨头,1619142717660T0402VE05000122VE004791619142899040,他在咬骨头,,,,4,1,他在摇骨头,"['ta', 'zai', 'yao', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u4ed6\u5728\u6447\u9aa8\u5934"", ""pinyin"": ""['ta', 'zai', 'yao', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619142817322T0302VE05000122VE004791619143102869,他,,,,2,0,好,['hao'],"['diao', 'gu-tou']","{""word"": ""\u597d"", ""pinyin"": ""['hao']"", ""nearest"": [""hao""], ""minDis"": 2.0}",0
VE05000122,叼、骨头,1619144112081T0302VE05000122VE004791619144454091,吃骨头,,,,3,1,监管的,"['jian', 'guan', 'de']","['diao', 'gu-tou']","{""word"": ""\u76d1\u7ba1\u7684"", ""pinyin"": ""['jian', 'guan', 'de']"", ""nearest"": [""jian""], ""minDis"": 2.0}",0
VE05000122,叼、骨头,1619144882766T0302VE05000122VE004791619145165017,他在咬骨头,,,,4,1,他的腰骨头,"['ta', 'de', 'yao', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u4ed6\u7684\u8170\u9aa8\u5934"", ""pinyin"": ""['ta', 'de', 'yao', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619145056250T0302VE05000122VE004791619145324588,0,,,,,0,那个房间的一个他家去那个顾客,"['na', 'ge', 'fang', 'jian', 'de', 'yi', 'ge', 'ta', 'jia', 'qu', 'na', 'ge', 'gu', 'ke']","['diao', 'gu-tou']","{""word"": ""\u90a3\u4e2a\u623f\u95f4\u7684\u4e00\u4e2a\u4ed6\u5bb6\u53bb\u90a3\u4e2a\u987e\u5ba2"", ""pinyin"": ""['na', 'ge', 'fang', 'jian', 'de', 'yi', 'ge', 'ta', 'jia', 'qu', 'na', 'ge', 'gu', 'ke']"", ""nearest"": [""gu"", ""ke""], ""minDis"": 1.5}",0
VE05000122,叼、骨头,1619145771806T0502VE05000122VE004791619145932055,要骨头,,,,3,1,羊骨头,"['yang', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u7f8a\u9aa8\u5934"", ""pinyin"": ""['yang', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619145921706T0402VE05000122VE004791619146113920,骨头,,,,5,1,骨头,"['gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u9aa8\u5934"", ""pinyin"": ""['gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619146005719T0602VE05000122VE004791619146284685,额咬骨头,,,,4,1,唉咬骨头,"['ai', 'yao', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u5509\u54ac\u9aa8\u5934"", ""pinyin"": ""['ai', 'yao', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619147343112T0602VE05000122VE004791619147494936,骨头,,,,2,1,是骨头,"['shi', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u662f\u9aa8\u5934"", ""pinyin"": ""['shi', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619147629090T0302VE05000122VE004791619148451717,0,,,,,0,不知道,"['bu', 'zhi', 'dao']","['diao', 'gu-tou']","{""word"": ""\u4e0d\u77e5\u9053"", ""pinyin"": ""['bu', 'zhi', 'dao']"", ""nearest"": [""dao""], ""minDis"": 1.0}",0
VE05000122,叼、骨头,1619151098317T0602VE05000122VE004791619151285188,咬骨头,,,,5,1,咬骨头,"['yao', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u54ac\u9aa8\u5934"", ""pinyin"": ""['yao', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619151171520T0602VE05000122VE004791619151383584,吃骨头,,,,4,1,吃骨头,"['chi', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u5403\u9aa8\u5934"", ""pinyin"": ""['chi', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619157781789T0502VE05000122VE004791619158073198,吃骨头,,,,5,1,吃骨头,"['chi', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u5403\u9aa8\u5934"", ""pinyin"": ""['chi', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619159091331T0402VE05000122VE004791619159424029,吃骨头,,,,3,1,吃骨头,"['chi', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u5403\u9aa8\u5934"", ""pinyin"": ""['chi', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619159287263T0402VE05000122VE004791619159499647,他在吃骨头,,,,4,1,现在吃骨头,"['xian', 'zai', 'chi', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u73b0\u5728\u5403\u9aa8\u5934"", ""pinyin"": ""['xian', 'zai', 'chi', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619159307973T0402VE05000122VE004791619159587808,他在吃骨头,,,,4,1,他在吃骨头,"['ta', 'zai', 'chi', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u4ed6\u5728\u5403\u9aa8\u5934"", ""pinyin"": ""['ta', 'zai', 'chi', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619159635156T0302VE05000122VE004791619160009271,0,,,,,0,新的过程,"['xin', 'de', 'guo', 'cheng']","['diao', 'gu-tou']","{""word"": ""\u65b0\u7684\u8fc7\u7a0b"", ""pinyin"": ""['xin', 'de', 'guo', 'cheng']"", ""nearest"": [""de"", ""guo""], ""minDis"": 2.4000000000000004}",0
VE05000122,叼、骨头,1619159685699T0302VE05000122VE004791619159933445,他在咬骨头,,,,4,1,它在一点骨头,"['ta', 'zai', 'yi', 'dian', 'gu', 'tou']","['diao', 'gu-tou']","{""word"": ""\u5b83\u5728\u4e00\u70b9\u9aa8\u5934"", ""pinyin"": ""['ta', 'zai', 'yi', 'dian', 'gu', 'tou']"", ""nearest"": [""gu"", ""tou""], ""minDis"": 0.0}",1
VE05000122,叼、骨头,1619160816668T0402VE05000122VE004791619161027881,0,,,,,0,这,['zhe'],"['diao', 'gu-tou']","{""word"": ""\u8fd9"", ""pinyin"": ""['zhe']"", ""nearest"": [""zhe""], ""minDis"": 5.0}",0
VE05000123,花园、花圃、苗圃,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,,"['hua-yuan', 'hua-pu', 'miao-pu']",{},-1
VE05000123,花园、花圃、苗圃,1604T0605VE05000123VE01222,0,,,,,0,嗯好，这个呢这个这个一审中的这个证据嗯可以说出来吗？,"['en', 'hao', 'zhe', 'ge', 'ni', 'zhe', 'ge', 'zhe', 'ge', 'yi', 'shen', 'zhong', 'de', 'zhe', 'ge', 'zheng', 'ju', 'en', 'ke', 'yi', 'shuo', 'chu', 'lai', 'ma']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u55ef\u597d\uff0c\u8fd9\u4e2a\u5462\u8fd9\u4e2a\u8fd9\u4e2a\u4e00\u5ba1\u4e2d\u7684\u8fd9\u4e2a\u8bc1\u636e\u55ef\u53ef\u4ee5\u8bf4\u51fa\u6765\u5417\uff1f"", ""pinyin"": ""['en', 'hao', 'zhe', 'ge', 'ni', 'zhe', 'ge', 'zhe', 'ge', 'yi', 'shen', 'zhong', 'de', 'zhe', 'ge', 'zheng', 'ju', 'en', 'ke', 'yi', 'shuo', 'chu', 'lai', 'ma']"", ""nearest"": [""shuo"", ""chu""], ""minDis"": 2.0}",0
VE05000123,花园、花圃、苗圃,1630T0505VE05000123VE01222,花园,,,,4,1,嗯花园,"['en', 'hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u55ef\u82b1\u56ed"", ""pinyin"": ""['en', 'hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1639T0505VE05000123VE01222,草原,,,1,3,0,草原,"['cao', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8349\u539f"", ""pinyin"": ""['cao', 'yuan']"", ""nearest"": [""cao"", ""yuan""], ""minDis"": 1.5}",0
VE05000123,花园、花圃、苗圃,1650T0605VE05000123VE01222,花园,,,,5,1,花园,"['hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u82b1\u56ed"", ""pinyin"": ""['hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1653T0505VE05000123VE01222,0,,,,,0,嗯这是什么？这个戏赖你呗还你呗,"['en', 'zhe', 'shi', 'shen', 'me', 'zhe', 'ge', 'xi', 'lai', 'ni', 'bei', 'huan', 'ni', 'bei']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u55ef\u8fd9\u662f\u4ec0\u4e48\uff1f\u8fd9\u4e2a\u620f\u8d56\u4f60\u5457\u8fd8\u4f60\u5457"", ""pinyin"": ""['en', 'zhe', 'shi', 'shen', 'me', 'zhe', 'ge', 'xi', 'lai', 'ni', 'bei', 'huan', 'ni', 'bei']"", ""nearest"": [""huan"", ""ni""], ""minDis"": 1.6}",0
VE05000123,花园、花圃、苗圃,1658T0305VE05000123VE01222,1,,,,,0,呃我不知道,"['e', 'wo', 'bu', 'zhi', 'dao']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u5443\u6211\u4e0d\u77e5\u9053"", ""pinyin"": ""['e', 'wo', 'bu', 'zhi', 'dao']"", ""nearest"": [""wo"", ""bu""], ""minDis"": 1.8}",0
VE05000123,花园、花圃、苗圃,1688T0605VE05000123VE01222,1,,,,,0,都也,"['du', 'ye']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u90fd\u4e5f"", ""pinyin"": ""['du', 'ye']"", ""nearest"": [""du"", ""ye""], ""minDis"": 2.1}",0
VE05000123,花园、花圃、苗圃,1619084459872T0505VE05000123VE012221619084715836,0,,,,,0,,[''],"['hua-yuan', 'hua-pu', 'miao-pu']",{},-1
VE05000123,花园、花圃、苗圃,1619139009901T0605VE05000123VE012221619139247419,是花有花的地方,,,,3,0,桂花是在哪里吃了有花的地方,"['gui', 'hua', 'shi', 'zai', 'na', 'li', 'chi', 'le', 'you', 'hua', 'de', 'di', 'fang']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u6842\u82b1\u662f\u5728\u54ea\u91cc\u5403\u4e86\u6709\u82b1\u7684\u5730\u65b9"", ""pinyin"": ""['gui', 'hua', 'shi', 'zai', 'na', 'li', 'chi', 'le', 'you', 'hua', 'de', 'di', 'fang']"", ""nearest"": [""hua"", ""de""], ""minDis"": 1.1}",0
VE05000123,花园、花圃、苗圃,1619139362036T0505VE05000123VE012221619139600724,园,,,,2,0,人,['ren'],"['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u4eba"", ""pinyin"": ""['ren']""}",-1
VE05000123,花园、花圃、苗圃,1619139674735T0305VE05000123VE012221619140076160,有很多花,,1,,3,0,那就是哪里有很多花,"['na', 'jiu', 'shi', 'na', 'li', 'you', 'hen', 'duo', 'hua']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u90a3\u5c31\u662f\u54ea\u91cc\u6709\u5f88\u591a\u82b1"", ""pinyin"": ""['na', 'jiu', 'shi', 'na', 'li', 'you', 'hen', 'duo', 'hua']"", ""nearest"": [""na"", ""jiu""], ""minDis"": 1.9}",0
VE05000123,花园、花圃、苗圃,1619139998071T0405VE05000123VE012221619140191129,世界,,,,3,0,世界,"['shi', 'jie']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u4e16\u754c"", ""pinyin"": ""['shi', 'jie']"", ""nearest"": [""shi"", ""jie""], ""minDis"": 3.0}",0
VE05000123,花园、花圃、苗圃,1619140177098T0505VE05000123VE012221619140571509,0,,,,,0,这是哪里？啊花，啊你看到有好多花花花会在哪里？啊在上面的话会在这些,"['zhe', 'shi', 'na', 'li', 'a', 'hua', 'a', 'ni', 'kan', 'dao', 'you', 'hao', 'duo', 'hua', 'hua', 'hua', 'hui', 'zai', 'na', 'li', 'a', 'zai', 'shang', 'mian', 'de', 'hua', 'hui', 'zai', 'zhe', 'xie']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8fd9\u662f\u54ea\u91cc\uff1f\u554a\u82b1\uff0c\u554a\u4f60\u770b\u5230\u6709\u597d\u591a\u82b1\u82b1\u82b1\u4f1a\u5728\u54ea\u91cc\uff1f\u554a\u5728\u4e0a\u9762\u7684\u8bdd\u4f1a\u5728\u8fd9\u4e9b"", ""pinyin"": ""['zhe', 'shi', 'na', 'li', 'a', 'hua', 'a', 'ni', 'kan', 'dao', 'you', 'hao', 'duo', 'hua', 'hua', 'hua', 'hui', 'zai', 'na', 'li', 'a', 'zai', 'shang', 'mian', 'de', 'hua', 'hui', 'zai', 'zhe', 'xie']"", ""nearest"": [""hua"", ""hua""], ""minDis"": 1.0}",0
VE05000123,花园、花圃、苗圃,1619141317920T0505VE05000123VE012221619141544792,0,,,,,0,怎么样？,"['zen', 'me', 'yang']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u600e\u4e48\u6837\uff1f"", ""pinyin"": ""['zen', 'me', 'yang']"", ""nearest"": [""me"", ""yang""], ""minDis"": 2.5}",0
VE05000123,花园、花圃、苗圃,1619141757575T0405VE05000123VE012221619141993584,动物园,,,,3,0,东园,"['dong', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u4e1c\u56ed"", ""pinyin"": ""['dong', 'yuan']"", ""nearest"": [""dong"", ""yuan""], ""minDis"": 2.0}",0
VE05000123,花园、花圃、苗圃,1619142411224T0305VE05000123VE012221619142663771,1,,,,,0,我们我去古镇这里,"['wo', 'men', 'wo', 'qu', 'gu', 'zhen', 'zhe', 'li']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u6211\u4eec\u6211\u53bb\u53e4\u9547\u8fd9\u91cc"", ""pinyin"": ""['wo', 'men', 'wo', 'qu', 'gu', 'zhen', 'zhe', 'li']"", ""nearest"": [""qu"", ""gu""], ""minDis"": 1.5}",0
VE05000123,花园、花圃、苗圃,1619144180422T0305VE05000123VE012221619144450700,蚂蚁,,,,4,0,马阿姨,"['ma', 'a', 'yi']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u9a6c\u963f\u59e8"", ""pinyin"": ""['ma', 'a', 'yi']"", ""nearest"": [""ma"", ""a""], ""minDis"": 2.0}",0
VE05000123,花园、花圃、苗圃,1619144815875T0305VE05000123VE012221619145050085,0,,,,,0,不卖你,"['bu', 'mai', 'ni']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u4e0d\u5356\u4f60"", ""pinyin"": ""['bu', 'mai', 'ni']"", ""nearest"": [""mai"", ""ni""], ""minDis"": 2.1}",0
VE05000123,花园、花圃、苗圃,1619145146929T0605VE05000123VE012221619145361604,0,,,,,0,嗯你们下一个叫三个一起再到一个是什么地方,"['en', 'ni', 'men', 'xia', 'yi', 'ge', 'jiao', 'san', 'ge', 'yi', 'qi', 'zai', 'dao', 'yi', 'ge', 'shi', 'shen', 'me', 'di', 'fang']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u55ef\u4f60\u4eec\u4e0b\u4e00\u4e2a\u53eb\u4e09\u4e2a\u4e00\u8d77\u518d\u5230\u4e00\u4e2a\u662f\u4ec0\u4e48\u5730\u65b9"", ""pinyin"": ""['en', 'ni', 'men', 'xia', 'yi', 'ge', 'jiao', 'san', 'ge', 'yi', 'qi', 'zai', 'dao', 'yi', 'ge', 'shi', 'shen', 'me', 'di', 'fang']"", ""nearest"": [""jiao"", ""san""], ""minDis"": 2.0}",0
VE05000123,花园、花圃、苗圃,1619145327067T0405VE05000123VE012221619145578573,0,,,,,0,就是这些水就在水里,"['jiu', 'shi', 'zhe', 'xie', 'shui', 'jiu', 'zai', 'shui', 'li']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u5c31\u662f\u8fd9\u4e9b\u6c34\u5c31\u5728\u6c34\u91cc"", ""pinyin"": ""['jiu', 'shi', 'zhe', 'xie', 'shui', 'jiu', 'zai', 'shui', 'li']"", ""nearest"": [""shui"", ""jiu""], ""minDis"": 2.0}",0
