图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE02000012,撕,1619139815024T0403VE02000012VE008911619140117523,,,,,,,嗯就叫着指纹,"['en', 'jiu', 'jiao', 'zhao', 'zhi', 'wen']"
VE02000012,撕,1619141495940T0603VE02000012VE008911619141729051,师紫,0,1,1,2,1,狮子,"['shi', 'zi']"
VE02000012,撕,1619142316969T0303VE02000012VE008911619142498104,,,,,,,嗯,['en']
VE02000012,撕,1619142537825T0403VE02000012VE008911619142739937,,,,,,,嗯我点上你说,"['en', 'wo', 'dian', 'shang', 'ni', 'shuo']"
VE02000012,撕,1619142962567T0303VE02000012VE008911619143170347,,,,,,,嗯吃好吃的,"['en', 'chi', 'hao', 'chi', 'de']"
VE02000012,撕,1619143370389T0303VE02000012VE008911619143692527,他弄纸弄烂了,0,0,1,4,0,他他他都弄死弄烂了,"['ta', 'ta', 'ta', 'du', 'nong', 'si', 'nong', 'lan', 'le']"
VE02000012,撕,1619143827338T0503VE02000012VE008911619144087633,西几,0,0,1,1,1,食指,"['shi', 'zhi']"
VE02000012,撕,1619143861114T0503VE02000012VE008911619144071420,撕东西,0,0,1,5,1,吃东西,"['chi', 'dong', 'xi']"
VE02000012,撕,1619145844860T0403VE02000012VE008911619146052074,撕紫,0,1,1,3,1,,['']
VE02000012,撕,1619145854781T0303VE02000012VE008911619146156812,撕书,0,1,1,4,1,就是说,"['jiu', 'shi', 'shuo']"
VE02000012,撕,1619146370165T0403VE02000012VE008911619146563311,,,,,,,在,['zai']
VE02000012,撕,1619146985861T0603VE02000012VE008911619147157957,他在撕快递,0,1,1,4,1,他在块地,"['ta', 'zai', 'kuai', 'di']"
VE02000012,撕,1619151162643T0603VE02000012VE008911619151411669,他在撕纸,0,1,1,5,1,它的四指,"['ta', 'de', 'si', 'zhi']"
VE02000012,撕,1619151561817T0603VE02000012VE008911619151739016,撕紫,0,1,1,4,1,狮子,"['shi', 'zi']"
VE02000012,撕,1619151774789T0503VE02000012VE008911619151935937,在玩紫,0,0,1,2,0,是丸子,"['shi', 'wan', 'zi']"
VE02000012,撕,1619151818581T0603VE02000012VE008911619152002556,他在撕东西,0,0,0,5,1,他在吃东西,"['ta', 'zai', 'chi', 'dong', 'xi']"
VE02000012,撕,1619151922067T0503VE02000012VE008911619152091835,不知道,0,0,0,4,0,不知道,"['bu', 'zhi', 'dao']"
VE02000012,撕,1619152468113T0403VE02000012VE008911619152842355,撕紫,0,0,0,2,1,狮子,"['shi', 'zi']"
VE02000012,撕,1619158434621T0503VE02000012VE008911619158817905,,,,,,,什么车呀,"['shen', 'me', 'che', 'ya']"
VE02000012,撕,1619158454553T0303VE02000012VE008911619158857044,,,,,,,啊就是一点拿纸,"['a', 'jiu', 'shi', 'yi', 'dian', 'na', 'zhi']"
VE02000012,撕,1619159108358T0403VE02000012VE008911619159351330,撕树叶,0,0,1,3,0,是不是呀,"['shi', 'bu', 'shi', 'ya']"
VE02000012,撕,1619160121792T0403VE02000012VE008911619160369266,撕纸,0,1,1,4,1,他在干嘛？狮子嗯,"['ta', 'zai', 'gan', 'ma', 'shi', 'zi', 'en']"
VE02000012,撕,1619160775255T0303VE02000012VE008911619161026476,,,,,,,二,['er']
VE03000013,牙齿,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000013,牙齿,1619083543016T0405VE03000013VE012011619083614140,,,,,,,,['']
VE03000015,袋鼠,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000015,袋鼠,1658T0305VE03000015VE00526,嗯袋鼠,0,0,1,4,1,嗯大夫啊,"['en', 'da', 'fu', 'a']"
VE03000015,袋鼠,1619083643741T0404VE03000015VE005261619083726282,,,,,,,,['']
VE03000015,袋鼠,1619139674735T0305VE03000015VE005261619139968919,,,,,,,,['']
VE03000015,袋鼠,1619142411224T0305VE03000015VE005261619142581863,这是老鼠,0,0,1,4,0,就是老鼠一样,"['jiu', 'shi', 'lao', 'shu', 'yi', 'yang']"
VE03000015,袋鼠,1619144180422T0305VE03000015VE005261619144368750,牛,0,1,1,4,0,理由,"['li', 'you']"
VE03000015,袋鼠,1619144815875T0305VE03000015VE005261619145002681,不知道,0,0,1,5,0,我说叫,"['wo', 'shuo', 'jiao']"
VE03000015,袋鼠,1619145438274T0305VE03000015VE005261619145558434,嗯是,0,1,1,5,0,嗯是嗯,"['en', 'shi', 'en']"
VE03000015,袋鼠,1619159528269T0305VE03000015VE005261619159749505,袋鼠,0,1,1,5,1,大夫,"['da', 'fu']"
VE03000015,袋鼠,1619160509371T0305VE03000015VE005261619160676448,兔子,0,1,1,5,0,兔子,"['tu', 'zi']"
VE03000016,理发师,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000016,理发师,1604T0605VE03000016VE00094,理化师,0,0,1,3,1,说你画师,"['shuo', 'ni', 'hua', 'shi']"
VE03000016,理发师,1630T0505VE03000016VE00094,绳,0,1,1,3,0,,['']
VE03000016,理发师,1639T0505VE03000016VE00094,他是他是理发师,0,0,1,5,1,他视力他是理发师,"['ta', 'shi', 'li', 'ta', 'shi', 'li', 'fa', 'shi']"
VE03000016,理发师,1650T0605VE03000016VE00094,理发师,0,0,1,3,1,你话说了,"['ni', 'hua', 'shuo', 'le']"
VE03000016,理发师,1653T0505VE03000016VE00094,这人是有人给他做头发的,0,1,1,2,1,这人其实其实其实有人有人来他给他做丑化的,"['zhe', 'ren', 'qi', 'shi', 'qi', 'shi', 'qi', 'shi', 'you', 'ren', 'you', 'ren', 'lai', 'ta', 'gei', 'ta', 'zuo', 'chou', 'hua', 'de']"
VE03000016,理发师,1688T0605VE03000016VE00094,他是是理发发的,0,0,1,2,1,他是你是你画画的,"['ta', 'shi', 'ni', 'shi', 'ni', 'hua', 'hua', 'de']"
VE03000016,理发师,1619139009901T0605VE03000016VE000941619139288262,他是弄头发的剪头发的,0,0,1,3,1,露头发，见头发的戏,"['lu', 'tou', 'fa', 'jian', 'tou', 'fa', 'de', 'xi']"
VE03000016,理发师,1619139362036T0505VE03000016VE000941619139626917,头发师,0,0,1,3,1,是头发湿润,"['shi', 'tou', 'fa', 'shi', 'run']"
VE03000016,理发师,1619140177098T0505VE03000016VE000941619140635600,,,,,,,看他手里拿着什么,"['kan', 'ta', 'shou', 'li', 'na', 'zhao', 'shen', 'me']"
VE03000016,理发师,1619141317920T0505VE03000016VE000941619141579557,剪头发的,0,0,0,5,1,剪头发的,"['jian', 'tou', 'fa', 'de']"
VE03000016,理发师,1619145146929T0605VE03000016VE000941619145401164,理发撕,0,1,1,4,1,你发丝啊,"['ni', 'fa', 'si', 'a']"
VE03000016,理发师,1619147576576T0605VE03000016VE000941619147780767,,,,,,,剪头发的，那他是什么职业的？呢叫他什么什么师理发师,"['jian', 'tou', 'fa', 'de', 'na', 'ta', 'shi', 'shen', 'me', 'zhi', 'ye', 'de', 'ni', 'jiao', 'ta', 'shen', 'me', 'shen', 'me', 'shi', 'li', 'fa', 'shi']"
VE03000016,理发师,1619151122230T0605VE03000016VE000941619151326743,理发店长,0,0,1,4,0,你发片子啊,"['ni', 'fa', 'pian', 'zi', 'a']"
VE03000016,理发师,1619151573076T0605VE03000016VE000941619151863776,理发撕,0,0,1,4,1,理发师,"['li', 'fa', 'shi']"
VE03000016,理发师,1619151623026T0505VE03000016VE000941619151882459,,,,,,,讲放心,"['jiang', 'fang', 'xin']"
VE03000016,理发师,1619159248459T0505VE03000016VE000941619159529582,剪头发的,0,0,1,4,1,剪头发的,"['jian', 'tou', 'fa', 'de']"
VE03000017,道路、公路、马路,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000017,道路、公路、马路,1608T0503VE03000017VE00864,马路,0,1,1,5,1,马路,"['ma', 'lu']"
VE03000017,道路、公路、马路,1635T0503VE03000017VE00864,马路,0,0,1,5,1,,['']
VE03000017,道路、公路、马路,1637T0503VE03000017VE00864,,,,,,,,['']
VE03000017,道路、公路、马路,1648T0603VE03000017VE00864,勾一个路,0,1,1,3,1,投一个路,"['tou', 'yi', 'ge', 'lu']"
VE03000017,道路、公路、马路,1656T0403VE03000017VE00864,,,,,,,坚持多少大车,"['jian', 'chi', 'duo', 'shao', 'da', 'che']"
VE03000017,道路、公路、马路,1690T0603VE03000017VE00864,马路,0,0,1,5,1,马路,"['ma', 'lu']"
VE03000017,道路、公路、马路,1703T0503VE03000017VE00864,,,,,,,铁头,"['tie', 'tou']"
VE03000017,道路、公路、马路,1619139604818T0403VE03000017VE008641619139782956,树林这个撕,0,0,1,4,0,树林这个是,"['shu', 'lin', 'zhe', 'ge', 'shi']"
VE03000017,道路、公路、马路,1619139815024T0403VE03000017VE008641619140084204,,,,,,,好不来,"['hao', 'bu', 'lai']"
VE03000017,道路、公路、马路,1619141495940T0603VE03000017VE008641619141659457,,,,,,,嗯这是一条什么？这个就是能说出来这是什么，看这是什么？嗯对对啊,"['en', 'zhe', 'shi', 'yi', 'tiao', 'shen', 'me', 'zhe', 'ge', 'jiu', 'shi', 'neng', 'shuo', 'chu', 'lai', 'zhe', 'shi', 'shen', 'me', 'kan', 'zhe', 'shi', 'shen', 'me', 'en', 'dui', 'dui', 'a']"
VE03000017,道路、公路、马路,1619142316969T0303VE03000017VE008641619142468110,轨道,0,0,1,4,0,,['']
VE03000017,道路、公路、马路,1619142537825T0403VE03000017VE008641619142708743,,,,,,,,['']
VE03000017,道路、公路、马路,1619142962567T0303VE03000017VE008641619143145744,马路,0,0,1,5,1,马路,"['ma', 'lu']"
VE03000017,道路、公路、马路,1619143370389T0303VE03000017VE008641619143642943,马路大树,0,1,1,5,1,大树大树,"['da', 'shu', 'da', 'shu']"
VE03000017,道路、公路、马路,1619143827338T0503VE03000017VE008641619144053178,马路,0,0,1,5,1,马路,"['ma', 'lu']"
VE03000017,道路、公路、马路,1619143861114T0503VE03000017VE008641619144034905,,,,,,,嗯,['en']
VE03000017,道路、公路、马路,1619145844860T0403VE03000017VE008641619146009496,路,0,0,1,4,1,,['']
VE03000017,道路、公路、马路,1619145854781T0303VE03000017VE008641619146132087,马路,0,0,0,5,1,马步,"['ma', 'bu']"
VE03000017,道路、公路、马路,1619146370165T0403VE03000017VE008641619146515474,森林,0,0,1,5,0,,['']
VE03000017,道路、公路、马路,1619146985861T0603VE03000017VE008641619147123160,这是大树林的路,0,0,0,5,1,这是大树林的路,"['zhe', 'shi', 'da', 'shu', 'lin', 'de', 'lu']"
VE03000017,道路、公路、马路,1619151162643T0603VE03000017VE008641619151364102,路,0,1,1,4,1,山东路,"['shan', 'dong', 'lu']"
VE03000017,道路、公路、马路,1619151561817T0603VE03000017VE008641619151704739,,,,,,,问这个,"['wen', 'zhe', 'ge']"
VE03000017,道路、公路、马路,1619151774789T0503VE03000017VE008641619151904546,/,,,,,,,['']
VE03000017,道路、公路、马路,1619151818581T0603VE03000017VE008641619151957188,这是怒和木头,0,0,1,3,1,这是木和木头,"['zhe', 'shi', 'mu', 'he', 'mu', 'tou']"
VE03000017,道路、公路、马路,1619151922067T0503VE03000017VE008641619152060889,,,,,,,我,['wo']
VE03000017,道路、公路、马路,1619152468113T0403VE03000017VE008641619152796378,这路,0,0,0,3,1,,['']
VE03000017,道路、公路、马路,1619158434621T0503VE03000017VE008641619158777384,树林,0,0,0,5,0,臭脸,"['chou', 'lian']"
VE03000017,道路、公路、马路,1619158454553T0303VE03000017VE008641619158821677,,,,,,,太慢了,"['tai', 'man', 'le']"
VE03000017,道路、公路、马路,1619159108358T0403VE03000017VE008641619159325882,路,0,1,1,5,1,,['']
VE03000017,道路、公路、马路,1619160121792T0403VE03000017VE008641619160304547,马路,0,0,1,5,1,马路,"['ma', 'lu']"
VE03000017,道路、公路、马路,1619160775255T0303VE03000017VE008641619160986030,,,,,,,我,['wo']
VE03000018,蹦床、跳床,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000018,蹦床、跳床,1609T0604VE03000018VE00614,蹦床,0,0,0,5,1,蹦床不,"['beng', 'chuang', 'bu']"
VE03000018,蹦床、跳床,1636T0504VE03000018VE00614,,,,,,,帮忙查,"['bang', 'mang', 'cha']"
VE03000018,蹦床、跳床,1645T0504VE03000018VE00614,,,,,,,台校所,"['tai', 'xiao', 'suo']"
VE03000018,蹦床、跳床,1655T0404VE03000018VE00614,这个是跳床,0,1,1,3,1,这个是跳床,"['zhe', 'ge', 'shi', 'tiao', 'chuang']"
VE03000018,蹦床、跳床,1697T0504VE03000018VE00614,跳的,0,0,1,4,0,跳的,"['tiao', 'de']"
VE03000018,蹦床、跳床,1619139303876T0404VE03000018VE006141619139648150,跳跳床,0,0,1,4,1,跳跳团,"['tiao', 'tiao', 'tuan']"
VE03000018,蹦床、跳床,1619140450795T0404VE03000018VE006141619140703741,,,,,,,嗯,['en']
VE03000018,蹦床、跳床,1619140774883T0604VE03000018VE006141619140904460,蹦床,0,1,1,4,1,这是个什么？啊,"['zhe', 'shi', 'ge', 'shen', 'me', 'a']"
VE03000018,蹦床、跳床,1619141078429T0504VE03000018VE006141619141193399,蹦床,0,0,0,5,1,蹦床,"['beng', 'chuang']"
VE03000018,蹦床、跳床,1619141639151T0404VE03000018VE006141619141789952,,,,,,,最坏的东西,"['zui', 'huai', 'de', 'dong', 'xi']"
VE03000018,蹦床、跳床,1619141790389T0304VE03000018VE006141619141905967,这是一个桌子,0,1,1,5,0,这是一个桌子,"['zhe', 'shi', 'yi', 'ge', 'zhuo', 'zi']"
VE03000018,蹦床、跳床,1619141817365T0304VE03000018VE006141619141996429,/,,,,,,,['']
VE03000018,蹦床、跳床,1619143073964T0504VE03000018VE006141619143297271,跳跳床,0,1,1,4,1,跳跳床,"['tiao', 'tiao', 'chuang']"
VE03000018,蹦床、跳床,1619143494553T0404VE03000018VE006141619143666109,,,,,,,这是什么是什么？,"['zhe', 'shi', 'shen', 'me', 'shi', 'shen', 'me']"
VE03000018,蹦床、跳床,1619144024313T0304VE03000018VE006141619144296150,,,,,,,哇哇,"['wa', 'wa']"
VE03000018,蹦床、跳床,1619144248468T0404VE03000018VE006141619144407037,蹦床,0,0,1,5,1,报仇,"['bao', 'chou']"
VE03000018,蹦床、跳床,1619144432917T0604VE03000018VE006141619144649900,蹦床,0,0,1,5,1,蹦床,"['beng', 'chuang']"
VE03000018,蹦床、跳床,1619146069733T0504VE03000018VE006141619146206196,蹦蹦床,0,1,1,4,1,泵船,"['beng', 'chuan']"
VE03000018,蹦床、跳床,1619146546065T0604VE03000018VE006141619146694159,一个气地床,0,0,1,3,0,第一个贴贴床,"['di', 'yi', 'ge', 'tie', 'tie', 'chuang']"
VE03000018,蹦床、跳床,1619146580306T0604VE03000018VE006141619146696774,蹦蹦床,0,0,1,5,1,蹦蹦床,"['beng', 'beng', 'chuang']"
VE03000018,蹦床、跳床,1619146620903T0304VE03000018VE006141619146793688,烤架,0,1,1,3,0,考驾,"['kao', 'jia']"
VE03000018,蹦床、跳床,1619146972584T0404VE03000018VE006141619147123461,,,,,,,谁知,"['shui', 'zhi']"
VE03000018,蹦床、跳床,1619151445887T0504VE03000018VE006141619151589509,蹦蹦床,0,0,0,5,1,蹦蹦床,"['beng', 'beng', 'chuang']"
VE03000018,蹦床、跳床,1619158576930T0404VE03000018VE006141619158659279,,,,,,,谢谢嗯这是什么呀这是什么这是什么这是,"['xie', 'xie', 'en', 'zhe', 'shi', 'shen', 'me', 'ya', 'zhe', 'shi', 'shen', 'me', 'zhe', 'shi', 'shen', 'me', 'zhe', 'shi']"
VE03000018,蹦床、跳床,1619158627649T0404VE03000018VE006141619158853581,,,,,,,啊,['a']
VE03000020,跳舞,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000020,跳舞,1658T0305VE03000020VE01286,跳舞,0,0,1,5,1,,['']
VE03000020,跳舞,1619139674735T0305VE03000020VE012861619139985659,跳舞,0,1,1,4,1,嗯那天我,"['en', 'na', 'tian', 'wo']"
VE03000020,跳舞,1619139998071T0405VE03000020VE012861619140146905,跳舞,0,0,1,3,1,下午,"['xia', 'wu']"
VE03000020,跳舞,1619141757575T0405VE03000020VE012861619141933171,跳舞,0,1,1,5,1,跳舞,"['tiao', 'wu']"
VE03000020,跳舞,1619142411224T0305VE03000020VE012861619142595356,,,,,,,他就这个这开始,"['ta', 'jiu', 'zhe', 'ge', 'zhe', 'kai', 'shi']"
VE03000020,跳舞,1619144180422T0305VE03000020VE012861619144387220,,,,,,,就,['jiu']
VE03000020,跳舞,1619144815875T0305VE03000020VE012861619145009925,在跳舞,0,1,1,4,1,在跳舞,"['zai', 'tiao', 'wu']"
VE03000020,跳舞,1619145327067T0405VE03000020VE012861619145534413,跳舞,0,0,1,4,1,,['']
VE03000020,跳舞,1619145438274T0305VE03000020VE012861619145571388,在做舞蹈,0,1,1,5,1,嗯这是舞蹈,"['en', 'zhe', 'shi', 'wu', 'dao']"
VE03000020,跳舞,1619147428694T0405VE03000020VE012861619147637204,,,,,,,他在穿衣服跳舞,"['ta', 'zai', 'chuan', 'yi', 'fu', 'tiao', 'wu']"
VE03000020,跳舞,1619147712122T0405VE03000020VE012861619147884071,,,,,,,移动,"['yi', 'dong']"
VE03000020,跳舞,1619158045068T0405VE03000020VE012861619158161178,舞蹈,0,1,1,5,1,舞蹈,"['wu', 'dao']"
VE03000020,跳舞,1619158220729T0405VE03000020VE012861619158400598,跳舞,0,0,1,4,1,,['']
VE03000020,跳舞,1619158486998T0405VE03000020VE012861619158658104,跳舞,0,0,0,4,1,敲我,"['qiao', 'wo']"
VE03000020,跳舞,1619158604943T0405VE03000020VE012861619158795997,,,,,,,五,['wu']
VE03000020,跳舞,1619159528269T0305VE03000020VE012861619159761365,,,,,,,这这里有多少？,"['zhe', 'zhe', 'li', 'you', 'duo', 'shao']"
VE03000020,跳舞,1619160509371T0305VE03000020VE012861619160684990,,,,,,,他在做几,"['ta', 'zai', 'zuo', 'ji']"
VE03000021,北极熊,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000021,北极熊,1608T0503VE03000021VE00544,大熊,0,1,1,5,0,大型,"['da', 'xing']"
VE03000021,北极熊,1635T0503VE03000021VE00544,北极熊,0,0,1,4,1,北极熊,"['bei', 'ji', 'xiong']"
VE03000021,北极熊,1637T0503VE03000021VE00544,熊,0,0,1,4,0,行,['xing']
VE03000021,北极熊,1648T0603VE03000021VE00544,,,,,,,已经忘了,"['yi', 'jing', 'wang', 'le']"
VE03000021,北极熊,1656T0403VE03000021VE00544,这这是动物,0,0,1,4,0,这一我,"['zhe', 'yi', 'wo']"
VE03000021,北极熊,1703T0503VE03000021VE00544,熊,0,0,1,4,0,一宿,"['yi', 'su']"
VE03000021,北极熊,1619139604818T0403VE03000021VE005441619139796475,这个撕熊,0,0,0,5,0,这个是熊,"['zhe', 'ge', 'shi', 'xiong']"
VE03000021,北极熊,1619139815024T0403VE03000021VE005441619140099044,,,,,,,一首,"['yi', 'shou']"
VE03000021,北极熊,1619141495940T0603VE03000021VE005441619141695848,熊北极熊,0,1,1,5,1,小再说一遍这是什么？北北北极小,"['xiao', 'zai', 'shuo', 'yi', 'bian', 'zhe', 'shi', 'shen', 'me', 'bei', 'bei', 'bei', 'ji', 'xiao']"
VE03000021,北极熊,1619142316969T0303VE03000021VE005441619142482167,,,,,,,嗯,['en']
VE03000021,北极熊,1619142537825T0403VE03000021VE005441619142719480,,,,,,,啊金老虎,"['a', 'jin', 'lao', 'hu']"
VE03000021,北极熊,1619142962567T0303VE03000021VE005441619143156630,,,,,,,嗯,['en']
VE03000021,北极熊,1619143370389T0303VE03000021VE005441619143667147,北极熊,0,0,1,5,1,北极熊,"['bei', 'ji', 'xiong']"
VE03000021,北极熊,1619143827338T0503VE03000021VE005441619144070198,熊,0,0,1,5,0,行,['xing']
VE03000021,北极熊,1619143861114T0503VE03000021VE005441619144047373,一个小熊,0,0,1,4,0,一个小熊,"['yi', 'ge', 'xiao', 'xiong']"
VE03000021,北极熊,1619145844860T0403VE03000021VE005441619146030660,熊,0,1,1,4,0,,['']
VE03000021,北极熊,1619145854781T0303VE03000021VE005441619146141382,,,,,,,嗯,['en']
VE03000021,北极熊,1619146370165T0403VE03000021VE005441619146529182,,,,,,,小子,"['xiao', 'zi']"
VE03000021,北极熊,1619146985861T0603VE03000021VE005441619147142239,是北极熊,0,1,1,4,1,是北极熊,"['shi', 'bei', 'ji', 'xiong']"
VE03000021,北极熊,1619151162643T0603VE03000021VE005441619151390868,北极熊,0,0,1,5,1,北极熊,"['bei', 'ji', 'xiong']"
VE03000021,北极熊,1619151561817T0603VE03000021VE005441619151717311,,,,,,,,['']
VE03000021,北极熊,1619151774789T0503VE03000021VE005441619151919750,北极熊,0,0,0,5,1,唉接下来,"['ai', 'jie', 'xia', 'lai']"
VE03000021,北极熊,1619151818581T0603VE03000021VE005441619151984562,这是北极熊,0,0,0,4,1,这是北极熊,"['zhe', 'shi', 'bei', 'ji', 'xiong']"
VE03000021,北极熊,1619151922067T0503VE03000021VE005441619152076152,熊猫,0,0,0,5,0,有猫,"['you', 'mao']"
VE03000021,北极熊,1619158434621T0503VE03000021VE005441619158789592,,,,,,,嗯,['en']
VE03000021,北极熊,1619158454553T0303VE03000021VE005441619158832649,老虎,0,0,1,3,0,是老虎,"['shi', 'lao', 'hu']"
VE03000021,北极熊,1619159108358T0403VE03000021VE005441619159337657,,,,,,,答,['da']
VE03000021,北极熊,1619160121792T0403VE03000021VE005441619160331167,熊白熊,0,1,1,4,0,熊，什么熊啊？什么熊？白熊,"['xiong', 'shen', 'me', 'xiong', 'a', 'shen', 'me', 'xiong', 'bai', 'xiong']"
VE03000021,北极熊,1619160775255T0303VE03000021VE005441619161006307,北极熊,0,1,1,4,1,说不定被激情,"['shuo', 'bu', 'ding', 'bei', 'ji', 'qing']"
VE03000022,窗户、窗子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000022,窗户、窗子,1619083643741T0404VE03000022VE000121619083798434,,,,,,,,['']
VE03000024,苦,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000024,苦,1609T0604VE03000024VE01340,不甜,0,0,0,4,0,不甜,"['bu', 'tian']"
VE03000024,苦,1636T0504VE03000024VE01340,,,,,,,嗯老师,"['en', 'lao', 'shi']"
VE03000024,苦,1645T0504VE03000024VE01340,很苦,0,0,1,4,1,,['']
VE03000024,苦,1655T0404VE03000024VE01340,,,,,,,说很甜的药呢要要怎么样？艰苦,"['shuo', 'hen', 'tian', 'de', 'yao', 'ni', 'yao', 'yao', 'zen', 'me', 'yang', 'jian', 'ku']"
VE03000024,苦,1697T0504VE03000024VE01340,很土,0,0,0,2,0,土,['tu']
VE03000024,苦,1619139303876T0404VE03000024VE013401619139756510,药很苦,0,1,1,5,1,也很火,"['ye', 'hen', 'huo']"
VE03000024,苦,1619140450795T0404VE03000024VE013401619140767679,苦,0,0,1,5,1,苦,['ku']
