图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE02000005,铃铛,1619158627649T0404VE02000005VE009571619158879052,,,,,,,好行,"['hao', 'xing']",['ling-dang'],"{""word"": ""\u597d\u884c"", ""pinyin"": ""['hao', 'xing']"", ""nearest"": [""hao"", ""xing""], ""minDis"": 3.0}",0
VE02000005,铃铛,1619162009830T0302VE02000005VE009571619162069010,,,,,,,,[''],['ling-dang'],{},-1
VE02000011,穿衣服,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['chuan-yi-fu'],{},-1
VE02000011,穿衣服,1619141790389T0304VE02000011VE002891619141916673,他在穿衣服,0,0,1,4,1,他在穿衣服,"['ta', 'zai', 'chuan', 'yi', 'fu']",['chuan-yi-fu'],"{""word"": ""\u4ed6\u5728\u7a7f\u8863\u670d"", ""pinyin"": ""['ta', 'zai', 'chuan', 'yi', 'fu']"", ""nearest"": [""chuan"", ""yi"", ""fu""], ""minDis"": 0.0}",1
VE02000011,穿衣服,1619141817365T0304VE02000011VE002891619142006511,穿衣服,0,0,1,4,1,穿衣服,"['chuan', 'yi', 'fu']",['chuan-yi-fu'],"{""word"": ""\u7a7f\u8863\u670d"", ""pinyin"": ""['chuan', 'yi', 'fu']"", ""nearest"": [""chuan"", ""yi"", ""fu""], ""minDis"": 0.0}",1
VE02000011,穿衣服,1619144024313T0304VE02000011VE002891619144313403,他在穿衣服,0,1,1,3,1,他在刷新衣服,"['ta', 'zai', 'shua', 'xin', 'yi', 'fu']",['chuan-yi-fu'],"{""word"": ""\u4ed6\u5728\u5237\u65b0\u8863\u670d"", ""pinyin"": ""['ta', 'zai', 'shua', 'xin', 'yi', 'fu']"", ""nearest"": [""xin"", ""yi"", ""fu""], ""minDis"": 1.3333333333333333}",0
VE02000011,穿衣服,1619146620903T0304VE02000011VE002891619146804638,穿衣服,0,1,1,3,1,,[''],['chuan-yi-fu'],{},-1
VE02000012,撕,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['si'],{},-1
VE02000012,撕,1607T0603VE02000012VE00891,,,,,,,嗯,['en'],['si'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE02000012,撕,1608T0503VE02000012VE00891,撕东西,0,0,1,4,1,吃东西,"['chi', 'dong', 'xi']",['si'],"{""word"": ""\u5403\u4e1c\u897f"", ""pinyin"": ""['chi', 'dong', 'xi']"", ""nearest"": [""xi""], ""minDis"": 1.0}",0
VE02000012,撕,1635T0503VE02000012VE00891,师紫,0,0,1,2,1,狮子,"['shi', 'zi']",['si'],"{""word"": ""\u72ee\u5b50"", ""pinyin"": ""['shi', 'zi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1637T0503VE02000012VE00891,,,,,,,嗯,['en'],['si'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE02000012,撕,1648T0603VE02000012VE00891,,,,,,,嗯嗯嗯,"['en', 'en', 'en']",['si'],"{""word"": ""\u55ef\u55ef\u55ef"", ""pinyin"": ""['en', 'en', 'en']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE02000012,撕,1656T0403VE02000012VE00891,,,,,,,,[''],['si'],{},-1
VE02000012,撕,1690T0603VE02000012VE00891,师纸,0,0,1,2,1,湿纸,"['shi', 'zhi']",['si'],"{""word"": ""\u6e7f\u7eb8"", ""pinyin"": ""['shi', 'zhi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1703T0503VE02000012VE00891,嗯写作业他在写作业吧,0,1,1,4,0,嗯写作业他在写作业吧,"['en', 'xie', 'zuo', 'ye', 'ta', 'zai', 'xie', 'zuo', 'ye', 'ba']",['si'],"{""word"": ""\u55ef\u5199\u4f5c\u4e1a\u4ed6\u5728\u5199\u4f5c\u4e1a\u5427"", ""pinyin"": ""['en', 'xie', 'zuo', 'ye', 'ta', 'zai', 'xie', 'zuo', 'ye', 'ba']"", ""nearest"": [""zai""], ""minDis"": 1.8}",0
VE02000012,撕,1619139604818T0403VE02000012VE008911619139812819,在撕紫,0,0,1,2,1,那狮子,"['na', 'shi', 'zi']",['si'],"{""word"": ""\u90a3\u72ee\u5b50"", ""pinyin"": ""['na', 'shi', 'zi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619139815024T0403VE02000012VE008911619140117523,,,,,,,嗯就叫着指纹,"['en', 'jiu', 'jiao', 'zhao', 'zhi', 'wen']",['si'],"{""word"": ""\u55ef\u5c31\u53eb\u7740\u6307\u7eb9"", ""pinyin"": ""['en', 'jiu', 'jiao', 'zhao', 'zhi', 'wen']"", ""nearest"": [""zhi""], ""minDis"": 1.6}",0
VE02000012,撕,1619141495940T0603VE02000012VE008911619141729051,师紫,0,1,1,2,1,狮子,"['shi', 'zi']",['si'],"{""word"": ""\u72ee\u5b50"", ""pinyin"": ""['shi', 'zi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619142316969T0303VE02000012VE008911619142498104,,,,,,,嗯,['en'],['si'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE02000012,撕,1619142537825T0403VE02000012VE008911619142739937,,,,,,,嗯我点上你说,"['en', 'wo', 'dian', 'shang', 'ni', 'shuo']",['si'],"{""word"": ""\u55ef\u6211\u70b9\u4e0a\u4f60\u8bf4"", ""pinyin"": ""['en', 'wo', 'dian', 'shang', 'ni', 'shuo']"", ""nearest"": [""ni""], ""minDis"": 1.0}",0
VE02000012,撕,1619142962567T0303VE02000012VE008911619143170347,,,,,,,嗯吃好吃的,"['en', 'chi', 'hao', 'chi', 'de']",['si'],"{""word"": ""\u55ef\u5403\u597d\u5403\u7684"", ""pinyin"": ""['en', 'chi', 'hao', 'chi', 'de']"", ""nearest"": [""chi""], ""minDis"": 1.6}",0
VE02000012,撕,1619143370389T0303VE02000012VE008911619143692527,他弄纸弄烂了,0,0,1,4,0,他他他都弄死弄烂了,"['ta', 'ta', 'ta', 'du', 'nong', 'si', 'nong', 'lan', 'le']",['si'],"{""word"": ""\u4ed6\u4ed6\u4ed6\u90fd\u5f04\u6b7b\u5f04\u70c2\u4e86"", ""pinyin"": ""['ta', 'ta', 'ta', 'du', 'nong', 'si', 'nong', 'lan', 'le']"", ""nearest"": [""si""], ""minDis"": 0.0}",1
VE02000012,撕,1619143827338T0503VE02000012VE008911619144087633,西几,0,0,1,1,1,食指,"['shi', 'zhi']",['si'],"{""word"": ""\u98df\u6307"", ""pinyin"": ""['shi', 'zhi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619143861114T0503VE02000012VE008911619144071420,撕东西,0,0,1,5,1,吃东西,"['chi', 'dong', 'xi']",['si'],"{""word"": ""\u5403\u4e1c\u897f"", ""pinyin"": ""['chi', 'dong', 'xi']"", ""nearest"": [""xi""], ""minDis"": 1.0}",0
VE02000012,撕,1619145844860T0403VE02000012VE008911619146052074,撕紫,0,1,1,3,1,,[''],['si'],{},-1
VE02000012,撕,1619145854781T0303VE02000012VE008911619146156812,撕书,0,1,1,4,1,就是说,"['jiu', 'shi', 'shuo']",['si'],"{""word"": ""\u5c31\u662f\u8bf4"", ""pinyin"": ""['jiu', 'shi', 'shuo']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619146370165T0403VE02000012VE008911619146563311,,,,,,,在,['zai'],['si'],"{""word"": ""\u5728"", ""pinyin"": ""['zai']"", ""nearest"": [""zai""], ""minDis"": 1.8}",0
VE02000012,撕,1619146985861T0603VE02000012VE008911619147157957,他在撕快递,0,1,1,4,1,他在块地,"['ta', 'zai', 'kuai', 'di']",['si'],"{""word"": ""\u4ed6\u5728\u5757\u5730"", ""pinyin"": ""['ta', 'zai', 'kuai', 'di']"", ""nearest"": [""di""], ""minDis"": 1.0}",0
VE02000012,撕,1619151162643T0603VE02000012VE008911619151411669,他在撕纸,0,1,1,5,1,它的四指,"['ta', 'de', 'si', 'zhi']",['si'],"{""word"": ""\u5b83\u7684\u56db\u6307"", ""pinyin"": ""['ta', 'de', 'si', 'zhi']"", ""nearest"": [""si""], ""minDis"": 0.0}",1
VE02000012,撕,1619151561817T0603VE02000012VE008911619151739016,撕紫,0,1,1,4,1,狮子,"['shi', 'zi']",['si'],"{""word"": ""\u72ee\u5b50"", ""pinyin"": ""['shi', 'zi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619151774789T0503VE02000012VE008911619151935937,在玩紫,0,0,1,2,0,是丸子,"['shi', 'wan', 'zi']",['si'],"{""word"": ""\u662f\u4e38\u5b50"", ""pinyin"": ""['shi', 'wan', 'zi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619151818581T0603VE02000012VE008911619152002556,他在撕东西,0,0,0,5,1,他在吃东西,"['ta', 'zai', 'chi', 'dong', 'xi']",['si'],"{""word"": ""\u4ed6\u5728\u5403\u4e1c\u897f"", ""pinyin"": ""['ta', 'zai', 'chi', 'dong', 'xi']"", ""nearest"": [""xi""], ""minDis"": 1.0}",0
VE02000012,撕,1619151922067T0503VE02000012VE008911619152091835,不知道,0,0,0,4,0,不知道,"['bu', 'zhi', 'dao']",['si'],"{""word"": ""\u4e0d\u77e5\u9053"", ""pinyin"": ""['bu', 'zhi', 'dao']"", ""nearest"": [""zhi""], ""minDis"": 1.6}",0
VE02000012,撕,1619152468113T0403VE02000012VE008911619152842355,撕紫,0,0,0,2,1,狮子,"['shi', 'zi']",['si'],"{""word"": ""\u72ee\u5b50"", ""pinyin"": ""['shi', 'zi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619158434621T0503VE02000012VE008911619158817905,,,,,,,什么车呀,"['shen', 'me', 'che', 'ya']",['si'],"{""word"": ""\u4ec0\u4e48\u8f66\u5440"", ""pinyin"": ""['shen', 'me', 'che', 'ya']"", ""nearest"": [""me""], ""minDis"": 2.2}",0
VE02000012,撕,1619158454553T0303VE02000012VE008911619158857044,,,,,,,啊就是一点拿纸,"['a', 'jiu', 'shi', 'yi', 'dian', 'na', 'zhi']",['si'],"{""word"": ""\u554a\u5c31\u662f\u4e00\u70b9\u62ff\u7eb8"", ""pinyin"": ""['a', 'jiu', 'shi', 'yi', 'dian', 'na', 'zhi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619159108358T0403VE02000012VE008911619159351330,撕树叶,0,0,1,3,0,是不是呀,"['shi', 'bu', 'shi', 'ya']",['si'],"{""word"": ""\u662f\u4e0d\u662f\u5440"", ""pinyin"": ""['shi', 'bu', 'shi', 'ya']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619160121792T0403VE02000012VE008911619160369266,撕纸,0,1,1,4,1,他在干嘛？狮子嗯,"['ta', 'zai', 'gan', 'ma', 'shi', 'zi', 'en']",['si'],"{""word"": ""\u4ed6\u5728\u5e72\u561b\uff1f\u72ee\u5b50\u55ef"", ""pinyin"": ""['ta', 'zai', 'gan', 'ma', 'shi', 'zi', 'en']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE02000012,撕,1619160775255T0303VE02000012VE008911619161026476,,,,,,,二,['er'],['si'],"{""word"": ""\u4e8c"", ""pinyin"": ""['er']"", ""nearest"": [""er""], ""minDis"": 3.0}",0
VE03000013,牙齿,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ya-chi'],{},-1
VE03000013,牙齿,1619083543016T0405VE03000013VE012011619083614140,,,,,,,,[''],['ya-chi'],{},-1
VE03000015,袋鼠,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['dai-shu'],{},-1
VE03000015,袋鼠,1658T0305VE03000015VE00526,嗯袋鼠,0,0,1,4,1,嗯大夫啊,"['en', 'da', 'fu', 'a']",['dai-shu'],"{""word"": ""\u55ef\u5927\u592b\u554a"", ""pinyin"": ""['en', 'da', 'fu', 'a']"", ""nearest"": [""da"", ""fu""], ""minDis"": 1.5}",0
VE03000015,袋鼠,1619083643741T0404VE03000015VE005261619083726282,,,,,,,,[''],['dai-shu'],{},-1
VE03000015,袋鼠,1619139674735T0305VE03000015VE005261619139968919,,,,,,,,[''],['dai-shu'],{},-1
VE03000015,袋鼠,1619142411224T0305VE03000015VE005261619142581863,这是老鼠,0,0,1,4,0,就是老鼠一样,"['jiu', 'shi', 'lao', 'shu', 'yi', 'yang']",['dai-shu'],"{""word"": ""\u5c31\u662f\u8001\u9f20\u4e00\u6837"", ""pinyin"": ""['jiu', 'shi', 'lao', 'shu', 'yi', 'yang']"", ""nearest"": [""lao"", ""shu""], ""minDis"": 1.0}",0
VE03000015,袋鼠,1619144180422T0305VE03000015VE005261619144368750,牛,0,1,1,4,0,理由,"['li', 'you']",['dai-shu'],"{""word"": ""\u7406\u7531"", ""pinyin"": ""['li', 'you']"", ""nearest"": [""li"", ""you""], ""minDis"": 2.5}",0
VE03000015,袋鼠,1619144815875T0305VE03000015VE005261619145002681,不知道,0,0,1,5,0,我说叫,"['wo', 'shuo', 'jiao']",['dai-shu'],"{""word"": ""\u6211\u8bf4\u53eb"", ""pinyin"": ""['wo', 'shuo', 'jiao']"", ""nearest"": [""wo"", ""shuo""], ""minDis"": 2.0}",0
VE03000015,袋鼠,1619145438274T0305VE03000015VE005261619145558434,嗯是,0,1,1,5,0,嗯是嗯,"['en', 'shi', 'en']",['dai-shu'],"{""word"": ""\u55ef\u662f\u55ef"", ""pinyin"": ""['en', 'shi', 'en']"", ""nearest"": [""en"", ""shi""], ""minDis"": 2.1}",0
VE03000015,袋鼠,1619159528269T0305VE03000015VE005261619159749505,袋鼠,0,1,1,5,1,大夫,"['da', 'fu']",['dai-shu'],"{""word"": ""\u5927\u592b"", ""pinyin"": ""['da', 'fu']"", ""nearest"": [""da"", ""fu""], ""minDis"": 1.5}",0
VE03000015,袋鼠,1619160509371T0305VE03000015VE005261619160676448,兔子,0,1,1,5,0,兔子,"['tu', 'zi']",['dai-shu'],"{""word"": ""\u5154\u5b50"", ""pinyin"": ""['tu', 'zi']"", ""nearest"": [""tu"", ""zi""], ""minDis"": 2.85}",0
VE03000016,理发师,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['li-fa-shi'],{},-1
VE03000016,理发师,1604T0605VE03000016VE00094,理化师,0,0,1,3,1,说你画师,"['shuo', 'ni', 'hua', 'shi']",['li-fa-shi'],"{""word"": ""\u8bf4\u4f60\u753b\u5e08"", ""pinyin"": ""['shuo', 'ni', 'hua', 'shi']"", ""nearest"": [""ni"", ""hua"", ""shi""], ""minDis"": 0.7000000000000001}",0
VE03000016,理发师,1630T0505VE03000016VE00094,绳,0,1,1,3,0,,[''],['li-fa-shi'],{},-1
VE03000016,理发师,1639T0505VE03000016VE00094,他是他是理发师,0,0,1,5,1,他视力他是理发师,"['ta', 'shi', 'li', 'ta', 'shi', 'li', 'fa', 'shi']",['li-fa-shi'],"{""word"": ""\u4ed6\u89c6\u529b\u4ed6\u662f\u7406\u53d1\u5e08"", ""pinyin"": ""['ta', 'shi', 'li', 'ta', 'shi', 'li', 'fa', 'shi']"", ""nearest"": [""li"", ""fa"", ""shi""], ""minDis"": 0.0}",1
VE03000016,理发师,1650T0605VE03000016VE00094,理发师,0,0,1,3,1,你话说了,"['ni', 'hua', 'shuo', 'le']",['li-fa-shi'],"{""word"": ""\u4f60\u8bdd\u8bf4\u4e86"", ""pinyin"": ""['ni', 'hua', 'shuo', 'le']"", ""nearest"": [""ni"", ""hua"", ""shuo""], ""minDis"": 1.3666666666666665}",0
VE03000016,理发师,1653T0505VE03000016VE00094,这人是有人给他做头发的,0,1,1,2,1,这人其实其实其实有人有人来他给他做丑化的,"['zhe', 'ren', 'qi', 'shi', 'qi', 'shi', 'qi', 'shi', 'you', 'ren', 'you', 'ren', 'lai', 'ta', 'gei', 'ta', 'zuo', 'chou', 'hua', 'de']",['li-fa-shi'],"{""word"": ""\u8fd9\u4eba\u5176\u5b9e\u5176\u5b9e\u5176\u5b9e\u6709\u4eba\u6709\u4eba\u6765\u4ed6\u7ed9\u4ed6\u505a\u4e11\u5316\u7684"", ""pinyin"": ""['zhe', 'ren', 'qi', 'shi', 'qi', 'shi', 'qi', 'shi', 'you', 'ren', 'you', 'ren', 'lai', 'ta', 'gei', 'ta', 'zuo', 'chou', 'hua', 'de']"", ""nearest"": [""shi"", ""qi"", ""shi""], ""minDis"": 1.4000000000000001}",0
VE03000016,理发师,1688T0605VE03000016VE00094,他是是理发发的,0,0,1,2,1,他是你是你画画的,"['ta', 'shi', 'ni', 'shi', 'ni', 'hua', 'hua', 'de']",['li-fa-shi'],"{""word"": ""\u4ed6\u662f\u4f60\u662f\u4f60\u753b\u753b\u7684"", ""pinyin"": ""['ta', 'shi', 'ni', 'shi', 'ni', 'hua', 'hua', 'de']"", ""nearest"": [""shi"", ""ni"", ""shi""], ""minDis"": 1.4000000000000001}",0
VE03000016,理发师,1619139009901T0605VE03000016VE000941619139288262,他是弄头发的剪头发的,0,0,1,3,1,露头发，见头发的戏,"['lu', 'tou', 'fa', 'jian', 'tou', 'fa', 'de', 'xi']",['li-fa-shi'],"{""word"": ""\u9732\u5934\u53d1\uff0c\u89c1\u5934\u53d1\u7684\u620f"", ""pinyin"": ""['lu', 'tou', 'fa', 'jian', 'tou', 'fa', 'de', 'xi']"", ""nearest"": [""tou"", ""fa"", ""de""], ""minDis"": 2.066666666666667}",0
VE03000016,理发师,1619139362036T0505VE03000016VE000941619139626917,头发师,0,0,1,3,1,是头发湿润,"['shi', 'tou', 'fa', 'shi', 'run']",['li-fa-shi'],"{""word"": ""\u662f\u5934\u53d1\u6e7f\u6da6"", ""pinyin"": ""['shi', 'tou', 'fa', 'shi', 'run']"", ""nearest"": [""tou"", ""fa"", ""shi""], ""minDis"": 1.0}",0
VE03000016,理发师,1619140177098T0505VE03000016VE000941619140635600,,,,,,,看他手里拿着什么,"['kan', 'ta', 'shou', 'li', 'na', 'zhao', 'shen', 'me']",['li-fa-shi'],"{""word"": ""\u770b\u4ed6\u624b\u91cc\u62ff\u7740\u4ec0\u4e48"", ""pinyin"": ""['kan', 'ta', 'shou', 'li', 'na', 'zhao', 'shen', 'me']"", ""nearest"": [""li"", ""na"", ""zhao""], ""minDis"": 1.2666666666666666}",0
VE03000016,理发师,1619141317920T0505VE03000016VE000941619141579557,剪头发的,0,0,0,5,1,剪头发的,"['jian', 'tou', 'fa', 'de']",['li-fa-shi'],"{""word"": ""\u526a\u5934\u53d1\u7684"", ""pinyin"": ""['jian', 'tou', 'fa', 'de']"", ""nearest"": [""tou"", ""fa"", ""de""], ""minDis"": 2.066666666666667}",0
VE03000016,理发师,1619145146929T0605VE03000016VE000941619145401164,理发撕,0,1,1,4,1,你发丝啊,"['ni', 'fa', 'si', 'a']",['li-fa-shi'],"{""word"": ""\u4f60\u53d1\u4e1d\u554a"", ""pinyin"": ""['ni', 'fa', 'si', 'a']"", ""nearest"": [""ni"", ""fa"", ""si""], ""minDis"": 0.26666666666666666}",0
VE03000016,理发师,1619147576576T0605VE03000016VE000941619147780767,,,,,,,剪头发的，那他是什么职业的？呢叫他什么什么师理发师,"['jian', 'tou', 'fa', 'de', 'na', 'ta', 'shi', 'shen', 'me', 'zhi', 'ye', 'de', 'ni', 'jiao', 'ta', 'shen', 'me', 'shen', 'me', 'shi', 'li', 'fa', 'shi']",['li-fa-shi'],"{""word"": ""\u526a\u5934\u53d1\u7684\uff0c\u90a3\u4ed6\u662f\u4ec0\u4e48\u804c\u4e1a\u7684\uff1f\u5462\u53eb\u4ed6\u4ec0\u4e48\u4ec0\u4e48\u5e08\u7406\u53d1\u5e08"", ""pinyin"": ""['jian', 'tou', 'fa', 'de', 'na', 'ta', 'shi', 'shen', 'me', 'zhi', 'ye', 'de', 'ni', 'jiao', 'ta', 'shen', 'me', 'shen', 'me', 'shi', 'li', 'fa', 'shi']"", ""nearest"": [""li"", ""fa"", ""shi""], ""minDis"": 0.0}",1
VE03000016,理发师,1619151122230T0605VE03000016VE000941619151326743,理发店长,0,0,1,4,0,你发片子啊,"['ni', 'fa', 'pian', 'zi', 'a']",['li-fa-shi'],"{""word"": ""\u4f60\u53d1\u7247\u5b50\u554a"", ""pinyin"": ""['ni', 'fa', 'pian', 'zi', 'a']"", ""nearest"": [""ni"", ""fa"", ""pian""], ""minDis"": 1.4333333333333333}",0
VE03000016,理发师,1619151573076T0605VE03000016VE000941619151863776,理发撕,0,0,1,4,1,理发师,"['li', 'fa', 'shi']",['li-fa-shi'],"{""word"": ""\u7406\u53d1\u5e08"", ""pinyin"": ""['li', 'fa', 'shi']"", ""nearest"": [""li"", ""fa"", ""shi""], ""minDis"": 0.0}",1
VE03000016,理发师,1619151623026T0505VE03000016VE000941619151882459,,,,,,,讲放心,"['jiang', 'fang', 'xin']",['li-fa-shi'],"{""word"": ""\u8bb2\u653e\u5fc3"", ""pinyin"": ""['jiang', 'fang', 'xin']"", ""nearest"": [""jiang"", ""fang"", ""xin""], ""minDis"": 3.0}",0
VE03000016,理发师,1619159248459T0505VE03000016VE000941619159529582,剪头发的,0,0,1,4,1,剪头发的,"['jian', 'tou', 'fa', 'de']",['li-fa-shi'],"{""word"": ""\u526a\u5934\u53d1\u7684"", ""pinyin"": ""['jian', 'tou', 'fa', 'de']"", ""nearest"": [""tou"", ""fa"", ""de""], ""minDis"": 2.066666666666667}",0
VE03000017,道路、公路、马路,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['dao-lu', 'gong-lu', 'ma-lu']",{},-1
