图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE05000122,叼、骨头,1619146005719T0602VE05000122VE004791619146284685,额咬骨头,,,,4,1,唉咬骨头,"['ai', 'yao', 'gu', 'tou']"
VE05000122,叼、骨头,1619147343112T0602VE05000122VE004791619147494936,骨头,,,,2,1,是骨头,"['shi', 'gu', 'tou']"
VE05000122,叼、骨头,1619147629090T0302VE05000122VE004791619148451717,0,,,,,0,不知道,"['bu', 'zhi', 'dao']"
VE05000122,叼、骨头,1619151098317T0602VE05000122VE004791619151285188,咬骨头,,,,5,1,咬骨头,"['yao', 'gu', 'tou']"
VE05000122,叼、骨头,1619151171520T0602VE05000122VE004791619151383584,吃骨头,,,,4,1,吃骨头,"['chi', 'gu', 'tou']"
VE05000122,叼、骨头,1619157781789T0502VE05000122VE004791619158073198,吃骨头,,,,5,1,吃骨头,"['chi', 'gu', 'tou']"
VE05000122,叼、骨头,1619159091331T0402VE05000122VE004791619159424029,吃骨头,,,,3,1,吃骨头,"['chi', 'gu', 'tou']"
VE05000122,叼、骨头,1619159287263T0402VE05000122VE004791619159499647,他在吃骨头,,,,4,1,现在吃骨头,"['xian', 'zai', 'chi', 'gu', 'tou']"
VE05000122,叼、骨头,1619159307973T0402VE05000122VE004791619159587808,他在吃骨头,,,,4,1,他在吃骨头,"['ta', 'zai', 'chi', 'gu', 'tou']"
VE05000122,叼、骨头,1619159635156T0302VE05000122VE004791619160009271,0,,,,,0,新的过程,"['xin', 'de', 'guo', 'cheng']"
VE05000122,叼、骨头,1619159685699T0302VE05000122VE004791619159933445,他在咬骨头,,,,4,1,它在一点骨头,"['ta', 'zai', 'yi', 'dian', 'gu', 'tou']"
VE05000122,叼、骨头,1619160816668T0402VE05000122VE004791619161027881,0,,,,,0,这,['zhe']
VE05000123,花园、花圃、苗圃,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000123,花园、花圃、苗圃,1604T0605VE05000123VE01222,0,,,,,0,嗯好，这个呢这个这个一审中的这个证据嗯可以说出来吗？,"['en', 'hao', 'zhe', 'ge', 'ni', 'zhe', 'ge', 'zhe', 'ge', 'yi', 'shen', 'zhong', 'de', 'zhe', 'ge', 'zheng', 'ju', 'en', 'ke', 'yi', 'shuo', 'chu', 'lai', 'ma']"
VE05000123,花园、花圃、苗圃,1630T0505VE05000123VE01222,花园,,,,4,1,嗯花园,"['en', 'hua', 'yuan']"
VE05000123,花园、花圃、苗圃,1639T0505VE05000123VE01222,草原,,,1,3,0,草原,"['cao', 'yuan']"
VE05000123,花园、花圃、苗圃,1650T0605VE05000123VE01222,花园,,,,5,1,花园,"['hua', 'yuan']"
VE05000123,花园、花圃、苗圃,1653T0505VE05000123VE01222,0,,,,,0,嗯这是什么？这个戏赖你呗还你呗,"['en', 'zhe', 'shi', 'shen', 'me', 'zhe', 'ge', 'xi', 'lai', 'ni', 'bei', 'huan', 'ni', 'bei']"
VE05000123,花园、花圃、苗圃,1658T0305VE05000123VE01222,1,,,,,0,呃我不知道,"['e', 'wo', 'bu', 'zhi', 'dao']"
VE05000123,花园、花圃、苗圃,1688T0605VE05000123VE01222,1,,,,,0,都也,"['du', 'ye']"
VE05000123,花园、花圃、苗圃,1619084459872T0505VE05000123VE012221619084715836,0,,,,,0,,['']
VE05000123,花园、花圃、苗圃,1619139009901T0605VE05000123VE012221619139247419,是花有花的地方,,,,3,0,桂花是在哪里吃了有花的地方,"['gui', 'hua', 'shi', 'zai', 'na', 'li', 'chi', 'le', 'you', 'hua', 'de', 'di', 'fang']"
VE05000123,花园、花圃、苗圃,1619139362036T0505VE05000123VE012221619139600724,园,,,,2,0,人,['ren']
VE05000123,花园、花圃、苗圃,1619139674735T0305VE05000123VE012221619140076160,有很多花,,1,,3,0,那就是哪里有很多花,"['na', 'jiu', 'shi', 'na', 'li', 'you', 'hen', 'duo', 'hua']"
VE05000123,花园、花圃、苗圃,1619139998071T0405VE05000123VE012221619140191129,世界,,,,3,0,世界,"['shi', 'jie']"
VE05000123,花园、花圃、苗圃,1619140177098T0505VE05000123VE012221619140571509,0,,,,,0,这是哪里？啊花，啊你看到有好多花花花会在哪里？啊在上面的话会在这些,"['zhe', 'shi', 'na', 'li', 'a', 'hua', 'a', 'ni', 'kan', 'dao', 'you', 'hao', 'duo', 'hua', 'hua', 'hua', 'hui', 'zai', 'na', 'li', 'a', 'zai', 'shang', 'mian', 'de', 'hua', 'hui', 'zai', 'zhe', 'xie']"
VE05000123,花园、花圃、苗圃,1619141317920T0505VE05000123VE012221619141544792,0,,,,,0,怎么样？,"['zen', 'me', 'yang']"
VE05000123,花园、花圃、苗圃,1619141757575T0405VE05000123VE012221619141993584,动物园,,,,3,0,东园,"['dong', 'yuan']"
VE05000123,花园、花圃、苗圃,1619142411224T0305VE05000123VE012221619142663771,1,,,,,0,我们我去古镇这里,"['wo', 'men', 'wo', 'qu', 'gu', 'zhen', 'zhe', 'li']"
VE05000123,花园、花圃、苗圃,1619144180422T0305VE05000123VE012221619144450700,蚂蚁,,,,4,0,马阿姨,"['ma', 'a', 'yi']"
VE05000123,花园、花圃、苗圃,1619144815875T0305VE05000123VE012221619145050085,0,,,,,0,不卖你,"['bu', 'mai', 'ni']"
VE05000123,花园、花圃、苗圃,1619145146929T0605VE05000123VE012221619145361604,0,,,,,0,嗯你们下一个叫三个一起再到一个是什么地方,"['en', 'ni', 'men', 'xia', 'yi', 'ge', 'jiao', 'san', 'ge', 'yi', 'qi', 'zai', 'dao', 'yi', 'ge', 'shi', 'shen', 'me', 'di', 'fang']"
VE05000123,花园、花圃、苗圃,1619145327067T0405VE05000123VE012221619145578573,0,,,,,0,就是这些水就在水里,"['jiu', 'shi', 'zhe', 'xie', 'shui', 'jiu', 'zai', 'shui', 'li']"
VE05000123,花园、花圃、苗圃,1619145438274T0305VE05000123VE012221619145646443,这是外面,,,,4,0,是看看这是外面,"['shi', 'kan', 'kan', 'zhe', 'shi', 'wai', 'mian']"
VE05000123,花园、花圃、苗圃,1619147428694T0405VE05000123VE012221619147688914,1,,,,,0,这个不知道是哪里,"['zhe', 'ge', 'bu', 'zhi', 'dao', 'shi', 'na', 'li']"
VE05000123,花园、花圃、苗圃,1619147576576T0605VE05000123VE012221619147742616,花园,,,,4,1,花园,"['hua', 'yuan']"
VE05000123,花园、花圃、苗圃,1619147712122T0405VE05000123VE012221619147931016,花,,,,3,0,发,['fa']
VE05000123,花园、花圃、苗圃,1619151122230T0605VE05000123VE012221619151303785,花园,,,,3,1,花园,"['hua', 'yuan']"
VE05000123,花园、花圃、苗圃,1619151573076T0605VE05000123VE012221619151800779,1,,,,,0,老师好像是这么漂亮的，我妈妈好像带我去过，嗯,"['lao', 'shi', 'hao', 'xiang', 'shi', 'zhe', 'me', 'piao', 'liang', 'de', 'wo', 'ma', 'ma', 'hao', 'xiang', 'dai', 'wo', 'qu', 'guo', 'en']"
VE05000123,花园、花圃、苗圃,1619151623026T0505VE05000123VE012221619151850536,0,,,,,0,嗯那就是说你要,"['en', 'na', 'jiu', 'shi', 'shuo', 'ni', 'yao']"
VE05000123,花园、花圃、苗圃,1619158045068T0405VE05000123VE012221619158205526,小公园,,,,4,1,小公园,"['xiao', 'gong', 'yuan']"
VE05000123,花园、花圃、苗圃,1619158220729T0405VE05000123VE012221619158457574,草地,,,,4,0,草地,"['cao', 'di']"
VE05000123,花园、花圃、苗圃,1619158486998T0405VE05000123VE012221619158735607,公园,,,,4,1,郭元,"['guo', 'yuan']"
VE05000123,花园、花圃、苗圃,1619158604943T0405VE05000123VE012221619158850566,这是花园,,,,4,1,是花园,"['shi', 'hua', 'yuan']"
VE05000123,花园、花圃、苗圃,1619159248459T0505VE05000123VE012221619159493137,0,,,,,0,这是哪里啊这个不知道,"['zhe', 'shi', 'na', 'li', 'a', 'zhe', 'ge', 'bu', 'zhi', 'dao']"
VE05000123,花园、花圃、苗圃,1619159528269T0305VE05000123VE012221619159843623,花,,,,2,0,哇,['wa']
VE05000123,花园、花圃、苗圃,1619160509371T0305VE05000123VE012221619160734468,0,,,,,0,但是嗯好吧知道吗？这是什么？,"['dan', 'shi', 'en', 'hao', 'ba', 'zhi', 'dao', 'ma', 'zhe', 'shi', 'shen', 'me']"
VE05000124,挤、挤压,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000124,挤、挤压,1656T0403VE05000124VE00880,0,,,,,0,是洗牙洗,"['shi', 'xi', 'ya', 'xi']"
VE05000124,挤、挤压,1619080829589T0503VE05000124VE008801619081131827,0,,,,,0,,['']
VE05000124,挤、挤压,1619084456964T0503VE05000124VE008801619084993171,0,,,,,0,嗯,['en']
VE05000124,挤、挤压,1619084459872T0505VE05000124VE008801619085012575,0,,,,,0,,['']
VE05000124,挤、挤压,1619139604818T0403VE05000124VE008801619139765483,他在挤牙膏,,,,4,1,它的结构,"['ta', 'de', 'jie', 'gou']"
VE05000124,挤、挤压,1619139815024T0403VE05000124VE008801619140063890,0,,,,,0,,['']
VE05000124,挤、挤压,1619142316969T0303VE05000124VE008801619142444993,刷牙,,,,3,0,一点瑕牙,"['yi', 'dian', 'xia', 'ya']"
VE05000124,挤、挤压,1619142537825T0403VE05000124VE008801619142693106,牙,,,,2,0,啊,['a']
VE05000124,挤、挤压,1619142962567T0303VE05000124VE008801619143126404,在刷牙,,,,3,0,嗯这样一刷牙,"['en', 'zhe', 'yang', 'yi', 'shua', 'ya']"
VE05000124,挤、挤压,1619145844860T0403VE05000124VE008801619145979111,做牙膏,,,,3,0,你要做牙膏,"['ni', 'yao', 'zuo', 'ya', 'gao']"
VE05000124,挤、挤压,1619145854781T0303VE05000124VE008801619146114011,他在挤牙膏,,,,2,1,嗯他的金甲刀,"['en', 'ta', 'de', 'jin', 'jia', 'dao']"
VE05000124,挤、挤压,1619146370165T0403VE05000124VE008801619146498501,刷牙,,,,5,0,刷牙,"['shua', 'ya']"
VE05000124,挤、挤压,1619152468113T0403VE05000124VE008801619152767451,挤牙膏,,,,4,1,也高,"['ye', 'gao']"
VE05000124,挤、挤压,1619158454553T0303VE05000124VE008801619158806204,刷牙,,,,3,0,唉呀,"['ai', 'ya']"
VE05000124,挤、挤压,1619159108358T0403VE05000124VE008801619159312095,刷牙,,,,4,0,刷牙,"['shua', 'ya']"
VE05000124,挤、挤压,1619160121792T0403VE05000124VE008801619160284270,挤牙膏,,,,5,1,挤牙膏,"['ji', 'ya', 'gao']"
VE05000124,挤、挤压,1619160775255T0303VE05000124VE008801619160953971,牙刷挤牙膏,,,,4,1,牙刷、牙膏,"['ya', 'shua', 'ya', 'gao']"
VE05000125,迟、晚,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000125,迟、晚,1633T0501VE05000125VE01260,来晚了,,,,4,1,来晚了,"['lai', 'wan', 'le']"
VE05000125,迟、晚,1634T0401VE05000125VE01260,0,,,,,0,这这是什么？呢,"['zhe', 'zhe', 'shi', 'shen', 'me', 'ni']"
VE05000125,迟、晚,1640T0501VE05000125VE01260,0,,,,,0,谁知,"['shui', 'zhi']"
VE05000125,迟、晚,1642T0601VE05000125VE01260,0,,,,,0,干净，那会儿在下午的时候去过来试试,"['gan', 'jing', 'na', 'hui', 'er', 'zai', 'xia', 'wu', 'de', 'shi', 'hou', 'qu', 'guo', 'lai', 'shi', 'shi']"
VE05000125,迟、晚,1651T0501VE05000125VE01260,0,,,,,0,什么小三？,"['shen', 'me', 'xiao', 'san']"
VE05000125,迟、晚,1696T0501VE05000125VE01260,1,,,,,0,知道了,"['zhi', 'dao', 'le']"
VE05000125,迟、晚,1698T0601VE05000125VE01260,有人迟到了上学,,1,,4,1,有人知道了上学然后在干什么呢被老师吵了一顿对发展,"['you', 'ren', 'zhi', 'dao', 'le', 'shang', 'xue', 'ran', 'hou', 'zai', 'gan', 'shen', 'me', 'ni', 'bei', 'lao', 'shi', 'chao', 'le', 'yi', 'dun', 'dui', 'fa', 'zhan']"
VE05000125,迟、晚,1699T0401VE05000125VE01260,发生地震了,,,,3,0,发生地震了,"['fa', 'sheng', 'di', 'zhen', 'le']"
VE05000125,迟、晚,1729T0601VE05000125VE01260,0,,,,,0,这个地方,"['zhe', 'ge', 'di', 'fang']"
VE05000125,迟、晚,1619058954412T0502VE05000125VE012601619059204236,这个小男孩迟到了,,,,5,1,这个小男孩迟到了,"['zhe', 'ge', 'xiao', 'nan', 'hai', 'chi', 'dao', 'le']"
VE05000125,迟、晚,1619080829589T0503VE05000125VE012601619081015934,0,,,,,0,你先把那个我我提前,"['ni', 'xian', 'ba', 'na', 'ge', 'wo', 'wo', 'ti', 'qian']"
VE05000125,迟、晚,1619084456964T0503VE05000125VE012601619084821257,0,,,,,0,是一颗一颗的那山呢,"['shi', 'yi', 'ke', 'yi', 'ke', 'de', 'na', 'shan', 'ni']"
VE05000125,迟、晚,1619085458710T0502VE05000125VE012601619085905162,0,,,,,0,成本不少,"['cheng', 'ben', 'bu', 'shao']"
VE05000125,迟、晚,1619139254929T0401VE05000125VE012601619139448976,0,,,,,0,,['']
VE05000125,迟、晚,1619140803288T0301VE05000125VE012601619141033511,0,,,,,0,有麻烦,"['you', 'ma', 'fan']"
VE05000125,迟、晚,1619141148243T0301VE05000125VE012601619141400076,1,,,,,0,老师同学他来了倒了,"['lao', 'shi', 'tong', 'xue', 'ta', 'lai', 'le', 'dao', 'le']"
VE05000125,迟、晚,1619141591862T0401VE05000125VE012601619141808847,迟到了,,,,3,1,迟到了,"['chi', 'dao', 'le']"
VE05000125,迟、晚,1619142948991T0601VE05000125VE012601619143075410,1,,,,,0,那还怎么了，就是呢好像有什么东西，他为什么会被老师说呀嗯那是因为有可能是有雷头车或者人被吓到了噢,"['na', 'huan', 'zen', 'me', 'le', 'jiu', 'shi', 'ni', 'hao', 'xiang', 'you', 'shen', 'me', 'dong', 'xi', 'ta', 'wei', 'shen', 'me', 'hui', 'bei', 'lao', 'shi', 'shuo', 'ya', 'en', 'na', 'shi', 'yin', 'wei', 'you', 'ke', 'neng', 'shi', 'you', 'lei', 'tou', 'che', 'huo', 'zhe', 'ren', 'bei', 'xia', 'dao', 'le', 'o']"
VE05000125,迟、晚,1619143106723T0501VE05000125VE012601619143261331,迟到了,,,,3,1,知道了吗？,"['zhi', 'dao', 'le', 'ma']"
VE05000125,迟、晚,1619143408938T0401VE05000125VE012601619143623153,1,,,,,0,那个过去了,"['na', 'ge', 'guo', 'qu', 'le']"
VE05000125,迟、晚,1619143638269T0601VE05000125VE012601619143871234,0,,,,,0,这个男孩怎么了他？因为什么然后被老师说了呀因此你觉得,"['zhe', 'ge', 'nan', 'hai', 'zen', 'me', 'le', 'ta', 'yin', 'wei', 'shen', 'me', 'ran', 'hou', 'bei', 'lao', 'shi', 'shuo', 'le', 'ya', 'yin', 'ci', 'ni', 'jue', 'de']"
VE05000125,迟、晚,1619144282459T0401VE05000125VE012601619144508046,0,,,,,0,嗯,['en']
VE05000125,迟、晚,1619146399723T0301VE05000125VE012601619146633937,0,,,,,0,嗯,['en']
VE05000125,迟、晚,1619146968290T0301VE05000125VE012601619147145168,0,,,,,0,嗯他们是有多少水果？白的太晚了,"['en', 'ta', 'men', 'shi', 'you', 'duo', 'shao', 'shui', 'guo', 'bai', 'de', 'tai', 'wan', 'le']"
VE05000125,迟、晚,1619147264566T0601VE05000125VE012601619147399358,不好,,,,2,0,不好,"['bu', 'hao']"
VE05000125,迟、晚,1619150486548T0501VE05000125VE012601619150678265,他来晚了,,1,,3,1,这个小男孩怎么了？他来晚了,"['zhe', 'ge', 'xiao', 'nan', 'hai', 'zen', 'me', 'le', 'ta', 'lai', 'wan', 'le']"
VE05000125,迟、晚,1619150766729T0501VE05000125VE012601619151029246,0,,,,,0,好，我们最后给一下,"['hao', 'wo', 'men', 'zui', 'hou', 'gei', 'yi', 'xia']"
VE05000125,迟、晚,1619150769122T0501VE05000125VE012601619150962508,迟到了,,,,4,1,,['']
VE05000125,迟、晚,1619159898285T0301VE05000125VE012601619160085056,0,,,,,0,嗯,['en']
VE05000125,迟、晚,1619159927555T0401VE05000125VE012601619160220490,0,,,,,0,嗯这个年你觉得什么？,"['en', 'zhe', 'ge', 'nian', 'ni', 'jue', 'de', 'shen', 'me']"
VE05000125,迟、晚,1619160077023T0401VE05000125VE012601619160277035,有同学来了,,,,2,0,有同学来了,"['you', 'tong', 'xue', 'lai', 'le']"
VE05000125,迟、晚,1619160188300T0401VE05000125VE012601619160410992,他没写作业,,,,4,0,还没写作业,"['huan', 'mei', 'xie', 'zuo', 'ye']"
VE05000125,迟、晚,1619160278071T0301VE05000125VE012601619160623326,1,,,,,0,多少片卡,"['duo', 'shao', 'pian', 'qia']"
VE05000125,迟、晚,1619160846656T0401VE05000125VE012601619161146162,0,,,,,0,这个小男孩怎么了怎么了？他为什么会被老师说呀他好像他好像来晚了来晚了,"['zhe', 'ge', 'xiao', 'nan', 'hai', 'zen', 'me', 'le', 'zen', 'me', 'le', 'ta', 'wei', 'shen', 'me', 'hui', 'bei', 'lao', 'shi', 'shuo', 'ya', 'ta', 'hao', 'xiang', 'ta', 'hao', 'xiang', 'lai', 'wan', 'le', 'lai', 'wan', 'le']"
VE05000126,蚯蚓,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000126,蚯蚓,1604T0605VE05000126VE01276,0,,,,,0,认识吗？,"['ren', 'shi', 'ma']"
VE05000126,蚯蚓,1630T0505VE05000126VE01276,蚯蚓,,,,3,1,,['']
VE05000126,蚯蚓,1639T0505VE05000126VE01276,蚯蚓,,,,3,1,球眼,"['qiu', 'yan']"
VE05000126,蚯蚓,1650T0605VE05000126VE01276,蚯蚓,,,,4,1,,['']
VE05000126,蚯蚓,1653T0505VE05000126VE01276,1,,,,,0,嗯嗯嗯嗯周游流这个消息,"['en', 'en', 'en', 'en', 'zhou', 'you', 'liu', 'zhe', 'ge', 'xiao', 'xi']"
VE05000126,蚯蚓,1658T0305VE05000126VE01276,1,,,,,0,呃找那个董事长,"['e', 'zhao', 'na', 'ge', 'dong', 'shi', 'chang']"
VE05000126,蚯蚓,1688T0605VE05000126VE01276,蚯蚓,,,,4,1,秋雨,"['qiu', 'yu']"
VE05000126,蚯蚓,1619058954412T0502VE05000126VE012761619059228443,蚯蚓,,,,5,1,,['']
VE05000126,蚯蚓,1619085457825T0501VE05000126VE012761619085740429,0,,,,,0,,['']
VE05000126,蚯蚓,1619085458710T0502VE05000126VE012761619085954788,0,,,,,0,录音时长有限制的这个,"['lu', 'yin', 'shi', 'chang', 'you', 'xian', 'zhi', 'de', 'zhe', 'ge']"
VE05000126,蚯蚓,1619139362036T0505VE05000126VE012761619139609979,0,,,,,0,嗯,['en']
VE05000126,蚯蚓,1619139674735T0305VE05000126VE012761619140101133,0,,,,,0,然后再看,"['ran', 'hou', 'zai', 'kan']"
VE05000126,蚯蚓,1619139998071T0405VE05000126VE012761619140199937,蚯蚓,,,,3,1,,['']
VE05000126,蚯蚓,1619140177098T0505VE05000126VE012761619140598248,虫子,,1,,4,0,橙子、橙子,"['cheng', 'zi', 'cheng', 'zi']"
VE05000126,蚯蚓,1619141317920T0505VE05000126VE012761619141557544,蚂蚁,,,,3,0,满意,"['man', 'yi']"
VE05000126,蚯蚓,1619141757575T0405VE05000126VE012761619142007046,蛇,,,,3,0,谁？啊,"['shui', 'a']"
VE05000126,蚯蚓,1619142411224T0305VE05000126VE012761619142679762,0,,,,,0,嗯,['en']
VE05000126,蚯蚓,1619144180422T0305VE05000126VE012761619144461515,大黄鳝,,,,3,0,啊我在,"['a', 'wo', 'zai']"
VE05000126,蚯蚓,1619144815875T0305VE05000126VE012761619145057848,蚯,,,,3,0,,['']
VE05000126,蚯蚓,1619145146929T0605VE05000126VE012761619145374958,蚯蚓,,,,4,1,这是什么？秋影,"['zhe', 'shi', 'shen', 'me', 'qiu', 'ying']"
VE05000126,蚯蚓,1619145327067T0405VE05000126VE012761619145588598,1,,,,,0,噢,['o']
VE05000126,蚯蚓,1619145438274T0305VE05000126VE012761619145657194,是蛇,,,,4,0,是蛇,"['shi', 'she']"
VE05000126,蚯蚓,1619147428694T0405VE05000126VE012761619147704369,虫子,,,,2,0,橙子,"['cheng', 'zi']"
VE05000126,蚯蚓,1619147576576T0605VE05000126VE012761619147750715,蚯蚓,,,,3,1,所以,"['suo', 'yi']"
VE05000126,蚯蚓,1619147712122T0405VE05000126VE012761619147938872,虫子,,,,3,0,名字,"['ming', 'zi']"
VE05000126,蚯蚓,1619151122230T0605VE05000126VE012761619151311571,邱,,,,2,0,,['']
VE05000126,蚯蚓,1619151573076T0605VE05000126VE012761619151831161,0,,,,,0,嗯好,"['en', 'hao']"
VE05000126,蚯蚓,1619151623026T0505VE05000126VE012761619151860384,蛇,,,,2,0,行,['xing']
VE05000126,蚯蚓,1619158045068T0405VE05000126VE012761619158215202,1,,,,,0,猴子,"['hou', 'zi']"
VE05000126,蚯蚓,1619158220729T0405VE05000126VE012761619158467635,蛇,,,,3,0,什么干什么？,"['shen', 'me', 'gan', 'shen', 'me']"
VE05000126,蚯蚓,1619158486998T0405VE05000126VE012761619158745959,1,,,,,0,和正,"['he', 'zheng']"
VE05000126,蚯蚓,1619158604943T0405VE05000126VE012761619158859112,这个是虫子,,,,4,0,如果是橙子,"['ru', 'guo', 'shi', 'cheng', 'zi']"
VE05000126,蚯蚓,1619159248459T0505VE05000126VE012761619159506626,蛇,,,,2,0,啊,['a']
VE05000126,蚯蚓,1619159528269T0305VE05000126VE012761619159855819,蚯蚓,,,,4,1,都已经,"['du', 'yi', 'jing']"
VE05000126,蚯蚓,1619160509371T0305VE05000126VE012761619160757299,小蛇,,,,3,0,小时,"['xiao', 'shi']"
VE05000127,后面,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000127,后面,1606T0602VE05000127VE00996,后面,,,,4,1,后面,"['hou', 'mian']"
VE05000127,后面,1646T0602VE05000127VE00996,旁边,,,,4,0,是不是欢迎你来，旁边,"['shi', 'bu', 'shi', 'huan', 'ying', 'ni', 'lai', 'pang', 'bian']"
